"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1","Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Estado do sistema de combustível,Carga calculada do motor,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,Ajuste de combustível de longo prazo - Banco 1,Pressão no coletor de admissão - MAP,Tensão do módulo,Rotação do motor - RPM,Carga absoluta do motor,Posição relativa da borboleta - TPS,Temperatura do ar admitido - ACT,Temperatura do ar ambiente,Posição absoluta da borboleta - Sensor B,Posição absoluta da borboleta - TPS,Nº de falhas na memória,Altitude
0.62 V,0 %,0.51 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.62 V,0 %,0.51 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.61 V,0 %,0.51 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.61 V,0 %,0.51 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.61 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.60 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.60 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.60 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.59 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.59 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.59 V,0 %,0.50 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.58 V,0 %,0.49 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.58 V,0 %,0.49 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.58 V,0 %,0.49 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.58 V,0 %,0.49 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.57 V,0 %,0.49 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.57 V,0 %,0.49 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.57 V,0 %,0.49 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.57 V,0 %,0.49 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.56 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.56 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.56 V,0 %,0.48 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.56 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.55 V,0 %,0.48 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.55 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.55 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.55 V,0 %,0.48 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.55 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.54 V,0 %,0.48 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.54 V,0 %,0.48 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.54 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.54 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.54 V,0 %,0.48 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.53 V,0 %,0.48 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.53 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.53 V,0 %,0.47 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.53 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.53 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.52 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.52 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.52 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.52 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.52 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.52 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.51 V,0 %,0.47 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.50 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.49 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.48 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.46 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,94 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.47 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.46 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,96 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,96 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,,,0 %,95 °C,,,,,0 rpm,,,,,,,,2 m
0.45 V,0 %,0.45 V,1010 mbar,N/A null,0 %,95 °C,0 %,-1 %,1010 mbar,12.83 V,0 rpm,0 %,4 %,65 °C,18 °C,15 %,15 %,2 null,2 m
